bytes,jafont,lead_hex,slot_hex,slot_decimal,row_1based,column_1based,unicode,char,source_glyph,notes
C7 05,jafont_14.tex,C7,05,5,1,6,U+C2EB,싫,hangulfont_5.tex.png:ED,exact ff7K(PC).tbl byte position
C7 06,jafont_14.tex,C7,06,6,1,7,U+C2EC,심,hangulfont_5.tex.png:EE,exact ff7K(PC).tbl byte position
C7 07,jafont_14.tex,C7,07,7,1,8,U+C2ED,십,hangulfont_5.tex.png:EF,exact ff7K(PC).tbl byte position
C7 08,jafont_14.tex,C7,08,8,1,9,U+C2EF,싯,hangulfont_5.tex.png:F0,exact ff7K(PC).tbl byte position
C7 09,jafont_14.tex,C7,09,9,1,10,U+C2F1,싱,hangulfont_5.tex.png:F1,exact ff7K(PC).tbl byte position
C7 0B,jafont_14.tex,C7,0B,11,1,12,U+C2F6,싶,hangulfont_5.tex.png:F2,exact ff7K(PC).tbl byte position
C7 0C,jafont_14.tex,C7,0C,12,1,13,U+C2F8,싸,hangulfont_5.tex.png:F3,exact ff7K(PC).tbl byte position
C7 0D,jafont_14.tex,C7,0D,13,1,14,U+C2F9,싹,hangulfont_5.tex.png:F4,exact ff7K(PC).tbl byte position
C7 0E,jafont_14.tex,C7,0E,14,1,15,U+C2FB,싻,hangulfont_5.tex.png:F5,exact ff7K(PC).tbl byte position
C7 0F,jafont_14.tex,C7,0F,15,1,16,U+C2FC,싼,hangulfont_5.tex.png:F6,exact ff7K(PC).tbl byte position
C7 10,jafont_14.tex,C7,10,16,2,1,U+C300,쌀,hangulfont_5.tex.png:F7,exact ff7K(PC).tbl byte position
C7 11,jafont_14.tex,C7,11,17,2,2,U+C308,쌈,hangulfont_5.tex.png:F8,exact ff7K(PC).tbl byte position
C7 12,jafont_14.tex,C7,12,18,2,3,U+C309,쌉,hangulfont_5.tex.png:F9,exact ff7K(PC).tbl byte position
C7 13,jafont_14.tex,C7,13,19,2,4,U+C30C,쌌,hangulfont_5.tex.png:FA,exact ff7K(PC).tbl byte position
C7 14,jafont_14.tex,C7,14,20,2,5,U+C30D,쌍,hangulfont_5.tex.png:FB,exact ff7K(PC).tbl byte position
C7 15,jafont_14.tex,C7,15,21,2,6,U+C313,쌓,hangulfont_5.tex.png:FC,exact ff7K(PC).tbl byte position
C7 16,jafont_14.tex,C7,16,22,2,7,U+C314,쌔,hangulfont_5.tex.png:FD,exact ff7K(PC).tbl byte position
C7 17,jafont_14.tex,C7,17,23,2,8,U+C315,쌕,hangulfont_5.tex.png:FE,exact ff7K(PC).tbl byte position
C7 18,jafont_14.tex,C7,18,24,2,9,U+C318,쌘,hangulfont_5.tex.png:FF,exact ff7K(PC).tbl byte position
C7 19,jafont_14.tex,C7,19,25,2,10,U+C31C,쌜,hangulfont_6.tex.png:00,exact ff7K(PC).tbl byte position
C7 1A,jafont_14.tex,C7,1A,26,2,11,U+C324,쌤,hangulfont_6.tex.png:01,exact ff7K(PC).tbl byte position
C7 1B,jafont_14.tex,C7,1B,27,2,12,U+C325,쌥,hangulfont_6.tex.png:02,exact ff7K(PC).tbl byte position
C7 1C,jafont_14.tex,C7,1C,28,2,13,U+C328,쌨,hangulfont_6.tex.png:03,exact ff7K(PC).tbl byte position
C7 1D,jafont_14.tex,C7,1D,29,2,14,U+C329,쌩,hangulfont_6.tex.png:04,exact ff7K(PC).tbl byte position
C7 1E,jafont_14.tex,C7,1E,30,2,15,U+C345,썅,hangulfont_6.tex.png:05,exact ff7K(PC).tbl byte position
C7 20,jafont_14.tex,C7,20,32,3,1,U+C368,써,hangulfont_6.tex.png:06,exact ff7K(PC).tbl byte position
C7 21,jafont_14.tex,C7,21,33,3,2,U+C369,썩,hangulfont_6.tex.png:07,exact ff7K(PC).tbl byte position
C7 22,jafont_14.tex,C7,22,34,3,3,U+C36C,썬,hangulfont_6.tex.png:08,exact ff7K(PC).tbl byte position
C7 23,jafont_14.tex,C7,23,35,3,4,U+C370,썰,hangulfont_6.tex.png:09,exact ff7K(PC).tbl byte position
C7 24,jafont_14.tex,C7,24,36,3,5,U+C372,썲,hangulfont_6.tex.png:0A,exact ff7K(PC).tbl byte position
C7 25,jafont_14.tex,C7,25,37,3,6,U+C378,썸,hangulfont_6.tex.png:0B,exact ff7K(PC).tbl byte position
C7 26,jafont_14.tex,C7,26,38,3,7,U+C379,썹,hangulfont_6.tex.png:0C,exact ff7K(PC).tbl byte position
C7 27,jafont_14.tex,C7,27,39,3,8,U+C37C,썼,hangulfont_6.tex.png:0D,exact ff7K(PC).tbl byte position
C7 28,jafont_14.tex,C7,28,40,3,9,U+C37D,썽,hangulfont_6.tex.png:0E,exact ff7K(PC).tbl byte position
C7 29,jafont_14.tex,C7,29,41,3,10,U+C384,쎄,hangulfont_6.tex.png:0F,exact ff7K(PC).tbl byte position
C7 2A,jafont_14.tex,C7,2A,42,3,11,U+C388,쎈,hangulfont_6.tex.png:10,exact ff7K(PC).tbl byte position
C7 2B,jafont_14.tex,C7,2B,43,3,12,U+C38C,쎌,hangulfont_6.tex.png:11,exact ff7K(PC).tbl byte position
C7 2C,jafont_14.tex,C7,2C,44,3,13,U+C3C0,쏀,hangulfont_6.tex.png:12,exact ff7K(PC).tbl byte position
C7 2D,jafont_14.tex,C7,2D,45,3,14,U+C3D8,쏘,hangulfont_6.tex.png:13,exact ff7K(PC).tbl byte position
C7 2E,jafont_14.tex,C7,2E,46,3,15,U+C3D9,쏙,hangulfont_6.tex.png:14,exact ff7K(PC).tbl byte position
C7 2F,jafont_14.tex,C7,2F,47,3,16,U+C3DC,쏜,hangulfont_6.tex.png:15,exact ff7K(PC).tbl byte position
C7 30,jafont_14.tex,C7,30,48,4,1,U+C3DF,쏟,hangulfont_6.tex.png:16,exact ff7K(PC).tbl byte position
C7 31,jafont_14.tex,C7,31,49,4,2,U+C3E0,쏠,hangulfont_6.tex.png:17,exact ff7K(PC).tbl byte position
C7 32,jafont_14.tex,C7,32,50,4,3,U+C3E2,쏢,hangulfont_6.tex.png:18,exact ff7K(PC).tbl byte position
C7 33,jafont_14.tex,C7,33,51,4,4,U+C3E8,쏨,hangulfont_6.tex.png:19,exact ff7K(PC).tbl byte position
C7 35,jafont_14.tex,C7,35,53,4,6,U+C3E9,쏩,hangulfont_6.tex.png:1A,exact ff7K(PC).tbl byte position
C7 36,jafont_14.tex,C7,36,54,4,7,U+C3ED,쏭,hangulfont_6.tex.png:1B,exact ff7K(PC).tbl byte position
C7 37,jafont_14.tex,C7,37,55,4,8,U+C3F4,쏴,hangulfont_6.tex.png:1C,exact ff7K(PC).tbl byte position
C7 38,jafont_14.tex,C7,38,56,4,9,U+C3F5,쏵,hangulfont_6.tex.png:1D,exact ff7K(PC).tbl byte position
C7 39,jafont_14.tex,C7,39,57,4,10,U+C3F8,쏸,hangulfont_6.tex.png:1E,exact ff7K(PC).tbl byte position
C7 3A,jafont_14.tex,C7,3A,58,4,11,U+C408,쐈,hangulfont_6.tex.png:1F,exact ff7K(PC).tbl byte position
C7 3B,jafont_14.tex,C7,3B,59,4,12,U+C410,쐐,hangulfont_6.tex.png:20,exact ff7K(PC).tbl byte position
C7 3C,jafont_14.tex,C7,3C,60,4,13,U+C424,쐤,hangulfont_6.tex.png:21,exact ff7K(PC).tbl byte position
C7 3D,jafont_14.tex,C7,3D,61,4,14,U+C42C,쐬,hangulfont_6.tex.png:22,exact ff7K(PC).tbl byte position
C7 3E,jafont_14.tex,C7,3E,62,4,15,U+C430,쐰,hangulfont_6.tex.png:23,exact ff7K(PC).tbl byte position
C7 3F,jafont_14.tex,C7,3F,63,4,16,U+C434,쐴,hangulfont_6.tex.png:24,exact ff7K(PC).tbl byte position
C7 40,jafont_14.tex,C7,40,64,5,1,U+C43C,쐼,hangulfont_6.tex.png:25,exact ff7K(PC).tbl byte position
C7 41,jafont_14.tex,C7,41,65,5,2,U+C43D,쐽,hangulfont_6.tex.png:26,exact ff7K(PC).tbl byte position
C7 42,jafont_14.tex,C7,42,66,5,3,U+C448,쑈,hangulfont_6.tex.png:27,exact ff7K(PC).tbl byte position
C7 43,jafont_14.tex,C7,43,67,5,4,U+C464,쑤,hangulfont_6.tex.png:28,exact ff7K(PC).tbl byte position
C7 44,jafont_14.tex,C7,44,68,5,5,U+C465,쑥,hangulfont_6.tex.png:29,exact ff7K(PC).tbl byte position
C7 45,jafont_14.tex,C7,45,69,5,6,U+C468,쑨,hangulfont_6.tex.png:2A,exact ff7K(PC).tbl byte position
C7 46,jafont_14.tex,C7,46,70,5,7,U+C46C,쑬,hangulfont_6.tex.png:2B,exact ff7K(PC).tbl byte position
C7 47,jafont_14.tex,C7,47,71,5,8,U+C474,쑴,hangulfont_6.tex.png:2C,exact ff7K(PC).tbl byte position
C7 48,jafont_14.tex,C7,48,72,5,9,U+C475,쑵,hangulfont_6.tex.png:2D,exact ff7K(PC).tbl byte position
C7 4A,jafont_14.tex,C7,4A,74,5,11,U+C479,쑹,hangulfont_6.tex.png:2E,exact ff7K(PC).tbl byte position
C7 4B,jafont_14.tex,C7,4B,75,5,12,U+C480,쒀,hangulfont_6.tex.png:2F,exact ff7K(PC).tbl byte position
C7 4C,jafont_14.tex,C7,4C,76,5,13,U+C494,쒔,hangulfont_6.tex.png:30,exact ff7K(PC).tbl byte position
C7 4D,jafont_14.tex,C7,4D,77,5,14,U+C49C,쒜,hangulfont_6.tex.png:31,exact ff7K(PC).tbl byte position
C7 4E,jafont_14.tex,C7,4E,78,5,15,U+C4B8,쒸,hangulfont_6.tex.png:32,exact ff7K(PC).tbl byte position
C7 4F,jafont_14.tex,C7,4F,79,5,16,U+C4BC,쒼,hangulfont_6.tex.png:33,exact ff7K(PC).tbl byte position
C7 50,jafont_14.tex,C7,50,80,6,1,U+C4E9,쓩,hangulfont_6.tex.png:34,exact ff7K(PC).tbl byte position
C7 51,jafont_14.tex,C7,51,81,6,2,U+C4F0,쓰,hangulfont_6.tex.png:35,exact ff7K(PC).tbl byte position
C7 52,jafont_14.tex,C7,52,82,6,3,U+C4F1,쓱,hangulfont_6.tex.png:36,exact ff7K(PC).tbl byte position
C7 53,jafont_14.tex,C7,53,83,6,4,U+C4F4,쓴,hangulfont_6.tex.png:37,exact ff7K(PC).tbl byte position
C7 54,jafont_14.tex,C7,54,84,6,5,U+C4F8,쓸,hangulfont_6.tex.png:38,exact ff7K(PC).tbl byte position
C7 55,jafont_14.tex,C7,55,85,6,6,U+C4FA,쓺,hangulfont_6.tex.png:39,exact ff7K(PC).tbl byte position
C7 56,jafont_14.tex,C7,56,86,6,7,U+C4FF,쓿,hangulfont_6.tex.png:3A,exact ff7K(PC).tbl byte position
C7 57,jafont_14.tex,C7,57,87,6,8,U+C500,씀,hangulfont_6.tex.png:3B,exact ff7K(PC).tbl byte position
C7 58,jafont_14.tex,C7,58,88,6,9,U+C501,씁,hangulfont_6.tex.png:3C,exact ff7K(PC).tbl byte position
C7 59,jafont_14.tex,C7,59,89,6,10,U+C50C,씌,hangulfont_6.tex.png:3D,exact ff7K(PC).tbl byte position
C7 5A,jafont_14.tex,C7,5A,90,6,11,U+C510,씐,hangulfont_6.tex.png:3E,exact ff7K(PC).tbl byte position
C7 5B,jafont_14.tex,C7,5B,91,6,12,U+C514,씔,hangulfont_6.tex.png:3F,exact ff7K(PC).tbl byte position
C7 5C,jafont_14.tex,C7,5C,92,6,13,U+C51C,씜,hangulfont_6.tex.png:40,exact ff7K(PC).tbl byte position
C7 5D,jafont_14.tex,C7,5D,93,6,14,U+C528,씨,hangulfont_6.tex.png:41,exact ff7K(PC).tbl byte position
C7 5F,jafont_14.tex,C7,5F,95,6,16,U+C529,씩,hangulfont_6.tex.png:42,exact ff7K(PC).tbl byte position
C7 60,jafont_14.tex,C7,60,96,7,1,U+C52C,씬,hangulfont_6.tex.png:43,exact ff7K(PC).tbl byte position
C7 61,jafont_14.tex,C7,61,97,7,2,U+C530,씰,hangulfont_6.tex.png:44,exact ff7K(PC).tbl byte position
C7 62,jafont_14.tex,C7,62,98,7,3,U+C538,씸,hangulfont_6.tex.png:45,exact ff7K(PC).tbl byte position
C7 63,jafont_14.tex,C7,63,99,7,4,U+C539,씹,hangulfont_6.tex.png:46,exact ff7K(PC).tbl byte position
C7 64,jafont_14.tex,C7,64,100,7,5,U+C53B,씻,hangulfont_6.tex.png:47,exact ff7K(PC).tbl byte position
C7 65,jafont_14.tex,C7,65,101,7,6,U+C53D,씽,hangulfont_6.tex.png:48,exact ff7K(PC).tbl byte position
C7 66,jafont_14.tex,C7,66,102,7,7,U+C544,아,hangulfont_6.tex.png:49,exact ff7K(PC).tbl byte position
C7 67,jafont_14.tex,C7,67,103,7,8,U+C545,악,hangulfont_6.tex.png:4A,exact ff7K(PC).tbl byte position
C7 68,jafont_14.tex,C7,68,104,7,9,U+C548,안,hangulfont_6.tex.png:4B,exact ff7K(PC).tbl byte position
C7 69,jafont_14.tex,C7,69,105,7,10,U+C549,앉,hangulfont_6.tex.png:4C,exact ff7K(PC).tbl byte position
C7 6A,jafont_14.tex,C7,6A,106,7,11,U+C54A,않,hangulfont_6.tex.png:4D,exact ff7K(PC).tbl byte position
C7 6B,jafont_14.tex,C7,6B,107,7,12,U+C54C,알,hangulfont_6.tex.png:4E,exact ff7K(PC).tbl byte position
C7 6C,jafont_14.tex,C7,6C,108,7,13,U+C54D,앍,hangulfont_6.tex.png:4F,exact ff7K(PC).tbl byte position
C7 6D,jafont_14.tex,C7,6D,109,7,14,U+C54E,앎,hangulfont_6.tex.png:50,exact ff7K(PC).tbl byte position
C7 6E,jafont_14.tex,C7,6E,110,7,15,U+C553,앓,hangulfont_6.tex.png:51,exact ff7K(PC).tbl byte position
C7 6F,jafont_14.tex,C7,6F,111,7,16,U+C554,암,hangulfont_6.tex.png:52,exact ff7K(PC).tbl byte position
C7 70,jafont_14.tex,C7,70,112,8,1,U+C555,압,hangulfont_6.tex.png:53,exact ff7K(PC).tbl byte position
C7 71,jafont_14.tex,C7,71,113,8,2,U+C557,앗,hangulfont_6.tex.png:54,exact ff7K(PC).tbl byte position
C7 72,jafont_14.tex,C7,72,114,8,3,U+C558,았,hangulfont_6.tex.png:55,exact ff7K(PC).tbl byte position
C7 74,jafont_14.tex,C7,74,116,8,5,U+C559,앙,hangulfont_6.tex.png:56,exact ff7K(PC).tbl byte position
C7 75,jafont_14.tex,C7,75,117,8,6,U+C55D,앝,hangulfont_6.tex.png:57,exact ff7K(PC).tbl byte position
C7 76,jafont_14.tex,C7,76,118,8,7,U+C55E,앞,hangulfont_6.tex.png:58,exact ff7K(PC).tbl byte position
C7 77,jafont_14.tex,C7,77,119,8,8,U+C560,애,hangulfont_6.tex.png:59,exact ff7K(PC).tbl byte position
C7 78,jafont_14.tex,C7,78,120,8,9,U+C561,액,hangulfont_6.tex.png:5A,exact ff7K(PC).tbl byte position
C7 79,jafont_14.tex,C7,79,121,8,10,U+C564,앤,hangulfont_6.tex.png:5B,exact ff7K(PC).tbl byte position
C7 7A,jafont_14.tex,C7,7A,122,8,11,U+C568,앨,hangulfont_6.tex.png:5C,exact ff7K(PC).tbl byte position
C7 7B,jafont_14.tex,C7,7B,123,8,12,U+C570,앰,hangulfont_6.tex.png:5D,exact ff7K(PC).tbl byte position
C7 7C,jafont_14.tex,C7,7C,124,8,13,U+C571,앱,hangulfont_6.tex.png:5E,exact ff7K(PC).tbl byte position
C7 7D,jafont_14.tex,C7,7D,125,8,14,U+C573,앳,hangulfont_6.tex.png:5F,exact ff7K(PC).tbl byte position
C7 7E,jafont_14.tex,C7,7E,126,8,15,U+C574,앴,hangulfont_6.tex.png:60,exact ff7K(PC).tbl byte position
C7 7F,jafont_14.tex,C7,7F,127,8,16,U+C575,앵,hangulfont_6.tex.png:61,exact ff7K(PC).tbl byte position
C7 80,jafont_14.tex,C7,80,128,9,1,U+C57C,야,hangulfont_6.tex.png:62,exact ff7K(PC).tbl byte position
C7 81,jafont_14.tex,C7,81,129,9,2,U+C57D,약,hangulfont_6.tex.png:63,exact ff7K(PC).tbl byte position
C7 82,jafont_14.tex,C7,82,130,9,3,U+C580,얀,hangulfont_6.tex.png:64,exact ff7K(PC).tbl byte position
C7 83,jafont_14.tex,C7,83,131,9,4,U+C584,얄,hangulfont_6.tex.png:65,exact ff7K(PC).tbl byte position
C7 84,jafont_14.tex,C7,84,132,9,5,U+C587,얇,hangulfont_6.tex.png:66,exact ff7K(PC).tbl byte position
C7 85,jafont_14.tex,C7,85,133,9,6,U+C58C,얌,hangulfont_6.tex.png:67,exact ff7K(PC).tbl byte position
C7 86,jafont_14.tex,C7,86,134,9,7,U+C58D,얍,hangulfont_6.tex.png:68,exact ff7K(PC).tbl byte position
C7 87,jafont_14.tex,C7,87,135,9,8,U+C58F,얏,hangulfont_6.tex.png:69,exact ff7K(PC).tbl byte position
C7 89,jafont_14.tex,C7,89,137,9,10,U+C591,양,hangulfont_6.tex.png:6A,exact ff7K(PC).tbl byte position
C7 8A,jafont_14.tex,C7,8A,138,9,11,U+C595,얕,hangulfont_6.tex.png:6B,exact ff7K(PC).tbl byte position
C7 8B,jafont_14.tex,C7,8B,139,9,12,U+C597,얗,hangulfont_6.tex.png:6C,exact ff7K(PC).tbl byte position
C7 8C,jafont_14.tex,C7,8C,140,9,13,U+C598,얘,hangulfont_6.tex.png:6D,exact ff7K(PC).tbl byte position
C7 8D,jafont_14.tex,C7,8D,141,9,14,U+C59C,얜,hangulfont_6.tex.png:6E,exact ff7K(PC).tbl byte position
C7 8E,jafont_14.tex,C7,8E,142,9,15,U+C5A0,얠,hangulfont_6.tex.png:6F,exact ff7K(PC).tbl byte position
C7 8F,jafont_14.tex,C7,8F,143,9,16,U+C5A9,얩,hangulfont_6.tex.png:70,exact ff7K(PC).tbl byte position
C7 90,jafont_14.tex,C7,90,144,10,1,U+C5B4,어,hangulfont_6.tex.png:71,exact ff7K(PC).tbl byte position
C7 91,jafont_14.tex,C7,91,145,10,2,U+C5B5,억,hangulfont_6.tex.png:72,exact ff7K(PC).tbl byte position
C7 92,jafont_14.tex,C7,92,146,10,3,U+C5B8,언,hangulfont_6.tex.png:73,exact ff7K(PC).tbl byte position
C7 93,jafont_14.tex,C7,93,147,10,4,U+C5B9,얹,hangulfont_6.tex.png:74,exact ff7K(PC).tbl byte position
C7 94,jafont_14.tex,C7,94,148,10,5,U+C5BB,얻,hangulfont_6.tex.png:75,exact ff7K(PC).tbl byte position
C7 95,jafont_14.tex,C7,95,149,10,6,U+C5BC,얼,hangulfont_6.tex.png:76,exact ff7K(PC).tbl byte position
C7 96,jafont_14.tex,C7,96,150,10,7,U+C5BD,얽,hangulfont_6.tex.png:77,exact ff7K(PC).tbl byte position
C7 97,jafont_14.tex,C7,97,151,10,8,U+C5BE,얾,hangulfont_6.tex.png:78,exact ff7K(PC).tbl byte position
C7 98,jafont_14.tex,C7,98,152,10,9,U+C5C4,엄,hangulfont_6.tex.png:79,exact ff7K(PC).tbl byte position
C7 99,jafont_14.tex,C7,99,153,10,10,U+C5C5,업,hangulfont_6.tex.png:7A,exact ff7K(PC).tbl byte position
C7 9A,jafont_14.tex,C7,9A,154,10,11,U+C5C6,없,hangulfont_6.tex.png:7B,exact ff7K(PC).tbl byte position
C7 9B,jafont_14.tex,C7,9B,155,10,12,U+C5C7,엇,hangulfont_6.tex.png:7C,exact ff7K(PC).tbl byte position
C7 9C,jafont_14.tex,C7,9C,156,10,13,U+C5C8,었,hangulfont_6.tex.png:7D,exact ff7K(PC).tbl byte position
C7 9E,jafont_14.tex,C7,9E,158,10,15,U+C5C9,엉,hangulfont_6.tex.png:7E,exact ff7K(PC).tbl byte position
C7 9F,jafont_14.tex,C7,9F,159,10,16,U+C5CA,엊,hangulfont_6.tex.png:7F,exact ff7K(PC).tbl byte position
C7 A0,jafont_14.tex,C7,A0,160,11,1,U+C5CC,엌,hangulfont_6.tex.png:80,exact ff7K(PC).tbl byte position
C7 A1,jafont_14.tex,C7,A1,161,11,2,U+C5CE,엎,hangulfont_6.tex.png:81,exact ff7K(PC).tbl byte position
C7 A2,jafont_14.tex,C7,A2,162,11,3,U+C5D0,에,hangulfont_6.tex.png:82,exact ff7K(PC).tbl byte position
C7 A3,jafont_14.tex,C7,A3,163,11,4,U+C5D1,엑,hangulfont_6.tex.png:83,exact ff7K(PC).tbl byte position
C7 A4,jafont_14.tex,C7,A4,164,11,5,U+C5D4,엔,hangulfont_6.tex.png:84,exact ff7K(PC).tbl byte position
C7 A5,jafont_14.tex,C7,A5,165,11,6,U+C5D8,엘,hangulfont_6.tex.png:85,exact ff7K(PC).tbl byte position
C7 A6,jafont_14.tex,C7,A6,166,11,7,U+C5E0,엠,hangulfont_6.tex.png:86,exact ff7K(PC).tbl byte position
C7 A7,jafont_14.tex,C7,A7,167,11,8,U+C5E1,엡,hangulfont_6.tex.png:87,exact ff7K(PC).tbl byte position
C7 A8,jafont_14.tex,C7,A8,168,11,9,U+C5E3,엣,hangulfont_6.tex.png:88,exact ff7K(PC).tbl byte position
C7 A9,jafont_14.tex,C7,A9,169,11,10,U+C5E5,엥,hangulfont_6.tex.png:89,exact ff7K(PC).tbl byte position
C7 AA,jafont_14.tex,C7,AA,170,11,11,U+C5EC,여,hangulfont_6.tex.png:8A,exact ff7K(PC).tbl byte position
C7 AB,jafont_14.tex,C7,AB,171,11,12,U+C5ED,역,hangulfont_6.tex.png:8B,exact ff7K(PC).tbl byte position
C7 AC,jafont_14.tex,C7,AC,172,11,13,U+C5EE,엮,hangulfont_6.tex.png:8C,exact ff7K(PC).tbl byte position
C7 AD,jafont_14.tex,C7,AD,173,11,14,U+C5F0,연,hangulfont_6.tex.png:8D,exact ff7K(PC).tbl byte position
C7 AE,jafont_14.tex,C7,AE,174,11,15,U+C5F4,열,hangulfont_6.tex.png:8E,exact ff7K(PC).tbl byte position
C7 AF,jafont_14.tex,C7,AF,175,11,16,U+C5F6,엶,hangulfont_6.tex.png:8F,exact ff7K(PC).tbl byte position
C7 B0,jafont_14.tex,C7,B0,176,12,1,U+C5F7,엷,hangulfont_6.tex.png:90,exact ff7K(PC).tbl byte position
C7 B1,jafont_14.tex,C7,B1,177,12,2,U+C5FC,염,hangulfont_6.tex.png:91,exact ff7K(PC).tbl byte position
C7 B3,jafont_14.tex,C7,B3,179,12,4,U+C5FD,엽,hangulfont_6.tex.png:92,exact ff7K(PC).tbl byte position
C7 B4,jafont_14.tex,C7,B4,180,12,5,U+C5FE,엾,hangulfont_6.tex.png:93,exact ff7K(PC).tbl byte position
C7 B5,jafont_14.tex,C7,B5,181,12,6,U+C5FF,엿,hangulfont_6.tex.png:94,exact ff7K(PC).tbl byte position
C7 B6,jafont_14.tex,C7,B6,182,12,7,U+C600,였,hangulfont_6.tex.png:95,exact ff7K(PC).tbl byte position
C7 B7,jafont_14.tex,C7,B7,183,12,8,U+C601,영,hangulfont_6.tex.png:96,exact ff7K(PC).tbl byte position
C7 B8,jafont_14.tex,C7,B8,184,12,9,U+C605,옅,hangulfont_6.tex.png:97,exact ff7K(PC).tbl byte position
C7 B9,jafont_14.tex,C7,B9,185,12,10,U+C606,옆,hangulfont_6.tex.png:98,exact ff7K(PC).tbl byte position
C7 BA,jafont_14.tex,C7,BA,186,12,11,U+C607,옇,hangulfont_6.tex.png:99,exact ff7K(PC).tbl byte position
C7 BB,jafont_14.tex,C7,BB,187,12,12,U+C608,예,hangulfont_6.tex.png:9A,exact ff7K(PC).tbl byte position
C7 BC,jafont_14.tex,C7,BC,188,12,13,U+C60C,옌,hangulfont_6.tex.png:9B,exact ff7K(PC).tbl byte position
C7 BD,jafont_14.tex,C7,BD,189,12,14,U+C610,옐,hangulfont_6.tex.png:9C,exact ff7K(PC).tbl byte position
C7 BE,jafont_14.tex,C7,BE,190,12,15,U+C618,옘,hangulfont_6.tex.png:9D,exact ff7K(PC).tbl byte position
C7 BF,jafont_14.tex,C7,BF,191,12,16,U+C619,옙,hangulfont_6.tex.png:9E,exact ff7K(PC).tbl byte position
C8 00,jafont_15.tex,C8,00,0,1,1,U+C61B,옛,hangulfont_6.tex.png:9F,exact ff7K(PC).tbl byte position
C8 01,jafont_15.tex,C8,01,1,1,2,U+C61C,옜,hangulfont_6.tex.png:A0,exact ff7K(PC).tbl byte position
C8 02,jafont_15.tex,C8,02,2,1,3,U+C624,오,hangulfont_6.tex.png:A1,exact ff7K(PC).tbl byte position
C8 03,jafont_15.tex,C8,03,3,1,4,U+C625,옥,hangulfont_6.tex.png:A2,exact ff7K(PC).tbl byte position
C8 04,jafont_15.tex,C8,04,4,1,5,U+C628,온,hangulfont_6.tex.png:A3,exact ff7K(PC).tbl byte position
C8 05,jafont_15.tex,C8,05,5,1,6,U+C62C,올,hangulfont_6.tex.png:A4,exact ff7K(PC).tbl byte position
C8 06,jafont_15.tex,C8,06,6,1,7,U+C62D,옭,hangulfont_6.tex.png:A5,exact ff7K(PC).tbl byte position
C8 07,jafont_15.tex,C8,07,7,1,8,U+C62E,옮,hangulfont_6.tex.png:A6,exact ff7K(PC).tbl byte position
C8 08,jafont_15.tex,C8,08,8,1,9,U+C630,옰,hangulfont_6.tex.png:A7,exact ff7K(PC).tbl byte position
C8 09,jafont_15.tex,C8,09,9,1,10,U+C633,옳,hangulfont_6.tex.png:A8,exact ff7K(PC).tbl byte position
C8 0B,jafont_15.tex,C8,0B,11,1,12,U+C634,옴,hangulfont_6.tex.png:A9,exact ff7K(PC).tbl byte position
C8 0C,jafont_15.tex,C8,0C,12,1,13,U+C635,옵,hangulfont_6.tex.png:AA,exact ff7K(PC).tbl byte position
C8 0D,jafont_15.tex,C8,0D,13,1,14,U+C637,옷,hangulfont_6.tex.png:AB,exact ff7K(PC).tbl byte position
C8 0E,jafont_15.tex,C8,0E,14,1,15,U+C639,옹,hangulfont_6.tex.png:AC,exact ff7K(PC).tbl byte position
C8 0F,jafont_15.tex,C8,0F,15,1,16,U+C63B,옻,hangulfont_6.tex.png:AD,exact ff7K(PC).tbl byte position
C8 10,jafont_15.tex,C8,10,16,2,1,U+C640,와,hangulfont_6.tex.png:AE,exact ff7K(PC).tbl byte position
C8 11,jafont_15.tex,C8,11,17,2,2,U+C641,왁,hangulfont_6.tex.png:AF,exact ff7K(PC).tbl byte position
C8 12,jafont_15.tex,C8,12,18,2,3,U+C644,완,hangulfont_6.tex.png:B0,exact ff7K(PC).tbl byte position
C8 13,jafont_15.tex,C8,13,19,2,4,U+C648,왈,hangulfont_6.tex.png:B1,exact ff7K(PC).tbl byte position
C8 14,jafont_15.tex,C8,14,20,2,5,U+C650,왐,hangulfont_6.tex.png:B2,exact ff7K(PC).tbl byte position
C8 15,jafont_15.tex,C8,15,21,2,6,U+C651,왑,hangulfont_6.tex.png:B3,exact ff7K(PC).tbl byte position
C8 16,jafont_15.tex,C8,16,22,2,7,U+C653,왓,hangulfont_6.tex.png:B4,exact ff7K(PC).tbl byte position
C8 17,jafont_15.tex,C8,17,23,2,8,U+C654,왔,hangulfont_6.tex.png:B5,exact ff7K(PC).tbl byte position
C8 18,jafont_15.tex,C8,18,24,2,9,U+C655,왕,hangulfont_6.tex.png:B6,exact ff7K(PC).tbl byte position
C8 19,jafont_15.tex,C8,19,25,2,10,U+C65C,왜,hangulfont_6.tex.png:B7,exact ff7K(PC).tbl byte position
C8 1A,jafont_15.tex,C8,1A,26,2,11,U+C65D,왝,hangulfont_6.tex.png:B8,exact ff7K(PC).tbl byte position
C8 1B,jafont_15.tex,C8,1B,27,2,12,U+C660,왠,hangulfont_6.tex.png:B9,exact ff7K(PC).tbl byte position
C8 1C,jafont_15.tex,C8,1C,28,2,13,U+C66C,왬,hangulfont_6.tex.png:BA,exact ff7K(PC).tbl byte position
